	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
4019	1363	361	Alkaloids	0.6666666666666666	Fatty esters	0.5	Lactones	0.5	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105112487	IFYYFLINQYPWGJ-VIFPVBQESA-N	InChI=1S/C10H18O2/c1-2-3-4-5-6-9-7-8-10(11)12-9/h9H,2-8H2,1H3/t9-/m0/s1	CCCCCC[C@H]1CCC(=O)O1	C10H18O2	pos_1_1proton1acetonitrile	170.130679816	(5S)-5-hexyloxolan-2-one	IFYYFLINQYPWGJ	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4020	1363	361	Alkaloids	0.6666666666666666	Fatty esters	0.5	Lactones	0.5	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27256617	GHBSPIPJMLAMEP-SECBINFHSA-N	InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3/t9-/m1/s1	CCCCC[C@@H]1CCCC(=O)O1	C10H18O2	pos_1_1proton1acetonitrile	170.130679816	delta-Decalactone, (+)-	GHBSPIPJMLAMEP	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4021	1357	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	1.0	0.42909488	ISDB	http://www.wikidata.org/entity/Q105126378	JESPWQGCCOLVKQ-NFJBMHMQSA-N	InChI=1S/C30H26O10/c31-15-5-1-13(2-6-15)28-22(37)11-18-19(34)12-21(36)25(30(18)40-28)26-24-20(35)9-17(33)10-23(24)39-29(27(26)38)14-3-7-16(32)8-4-14/h1-10,12,22,26-29,31-38H,11H2/t22-,26-,27-,28-,29-/m1/s1	Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@H](O)C4)[C@H]2O)cc1	C30H26O10		546.152597032	Epiafzelechin-(4beta-8)-epiafzelechin	JESPWQGCCOLVKQ	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q161117	Cassia fistula	959676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Cassia']	['Cassia fistula']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.216379642486572	1
4027	1350	930	Terpenoids	1.0	Steroids	1.0	Prenyl quinone meroterpenoids	0.5	3.0	0.7220545	ISDB	http://www.wikidata.org/entity/Q105133114	JPSDYJDPCBWUOC-CBVOCQBDSA-N	InChI=1S/C21H32O3/c1-4-13-18(23)11-16-12-5-6-15-19(24)17(22)8-10-21(15,3)14(12)7-9-20(13,16)2/h6,12-14,16-17,19,22,24H,4-5,7-11H2,1-3H3/t12-,13+,14+,16+,17+,19-,20-,21-/m1/s1	CC[C@H]1C(=O)C[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C21H32O3		332.235144884	Ekeberin B	JPSDYJDPCBWUOC	Terpenoids	Steroids	Pregnane steroids	http://www.wikidata.org/entity/Q939334	Ekebergia capensis	481694.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Ekebergia']	['Ekebergia capensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	2	8.88821792602539	1
4028	1341	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q4913564	TUGAUFMQYWZJAB-FPLPWBNLSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-16-20(22)18-21(23)17-19/h7-8,16-18,22-23H,2-6,9-15H2,1H3/b8-7-	CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1	C21H34O2	pos_1_minus1proton1iron	318.255880328	Bilobol	TUGAUFMQYWZJAB	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q34007	Anacardium occidentale	999426.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Anacardium']	['Anacardium occidentale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4029	1341	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76309223	GWOCLAPCXDOJRL-BQYQJAHWSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h7-8,15,17-18,22-23H,2-6,9-14,16H2,1H3/b8-7+	CCCCCC/C=C/CCCCCCCc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-(8-Pentadecenyl)-1,2-benzenediol	GWOCLAPCXDOJRL	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q1741720	Semecarpus anacardium	456296.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Semecarpus']	['Semecarpus anacardium']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4030	1341	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105347001	YDRRDNAXASGMGR-UHFFFAOYSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h14-18,22-23H,2-13H2,1H3	CCCCCCCCCCCCCC=Cc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-Pentadecenylcatechol	YDRRDNAXASGMGR	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q15545369	Gluta usitata	3942367.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Gluta']	['Gluta usitata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4031	1341	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27124327	WXZPKABXYFJVLD-WAYWQWQTSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h5-6,15,17-18,22-23H,2-4,7-14,16H2,1H3/b6-5-	CCCC/C=C\CCCCCCCCCc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-(Pentadec-10-enyl)catechol	WXZPKABXYFJVLD	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q2713347	Lithraea caustica	6123953.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Lithrea']	['Lithraea caustica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4033	1338	-1							1.0	0.27460846	ISDB	http://www.wikidata.org/entity/Q77504464	VYJAWGAQNOLQQQ-LVUAGUMRSA-N	InChI=1S/C53H80N8O8S/c1-15-16-17-18-19-24-43(62)55(9)37(8)48(63)57(11)46(36(6)7)53(68)61-31-21-23-41(61)49(64)58(12)45(35(4)5)52(67)59(13)44(34(2)3)51(66)56(10)42(33-38-25-27-39(69-14)28-26-38)50(65)60-30-20-22-40(60)47-54-29-32-70-47/h1,25-29,32,34-37,40-42,44-46H,16-24,30-31,33H2,2-14H3/t37-,40-,41-,42-,44-,45-,46-/m0/s1	C#CCCCCCC(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccc(OC)cc1)C(=O)N1CCC[C@H]1c1nccs1)C(C)C)C(C)C)C(C)C	C53H80N8O8S		988.58198252	Apramide E	VYJAWGAQNOLQQQ	Amino acids and Peptides	Oligopeptides	Linear peptides	http://www.wikidata.org/entity/Q20720044	Lyngbya majuscula	588158.0	['Bacteria']	['Unknown']	['Cyanobacteria']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Lyngbya']	['Lyngbya majuscula']											0	0	1.0984338521957397	1
4034	1336	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	28.0	0.59056085	ISDB	http://www.wikidata.org/entity/Q105343518	XWKFUHRLLPQKDR-UHFFFAOYSA-N	InChI=1S/C18H28O3/c1-2-3-4-5-6-10-16(19)11-8-7-9-15-12-13-17(20)18(21)14-15/h12-14,20-21H,2-11H2,1H3	CCCCCCCC(=O)CCCCc1ccc(O)c(O)c1	C18H28O3		292.20384475599997	1-(3,4-Dihydroxyphenyl)dodecan-5-one	XWKFUHRLLPQKDR	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q15349959	Capitanopsis albida	6084167.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Ocimeae']	['Capitanopsis']	['Capitanopsis albida']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.86224365234375	1
4035	1334	36	Shikimates and Phenylpropanoids	0.17073170731707318	Flavonoids	0.0975609756097561	Flavanones	0.0975609756097561	7.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110081478	VPYIGVTZJRWQLE-UHFFFAOYSA-N	InChI=1S/C18H16O6/c1-20-10-3-4-11-13(19)7-16(24-15(11)5-10)12-6-17-18(23-9-22-17)8-14(12)21-2/h3-6,8,16H,7,9H2,1-2H3	COc1ccc2c(c1)OC(c1cc3c(cc1OC)OCO3)CC2=O	C18H16O6	pos_1_1proton1isopropanol	328.094688232	7-Methoxy-2-(6-methoxy-1,3-benzodioxol-5-yl)-2,3-dihydrochromen-4-one	VPYIGVTZJRWQLE	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	http://www.wikidata.org/entity/Q15546078	Lannea acida	6123920.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Lannea']	['Lannea acida']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4036	1333	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	2.0	0.28040954	ISDB	http://www.wikidata.org/entity/Q7247555	XFZJEEAOWLFHDH-VUGKQVTMSA-N	InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28-,29-/m1/s1	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2	C30H26O12		578.1424262719999	Procyanidin B4	XFZJEEAOWLFHDH	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q167881	Zanthoxylum piperitum	164606.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum piperitum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	3	7.621638298034668	1
4042	1331	30	Terpenoids	0.9090909090909091	Triterpenoids	0.7272727272727273	Cycloartane triterpenoids	0.5	17.0	0.51313704	ISDB	http://www.wikidata.org/entity/Q105033688	HTYVBYVZYDWYMJ-DQMUJNTISA-N	InChI=1S/C30H50O2/c1-20(18-31)8-7-9-21(2)22-12-14-28(6)24-11-10-23-26(3,4)25(32)13-15-29(23)19-30(24,29)17-16-27(22,28)5/h7-8,20-25,31-32H,9-19H2,1-6H3/b8-7+/t20-,21-,22-,23+,24+,25+,27-,28+,29-,30+/m1/s1	C[C@H](/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)CO	C30H50O2		442.38108083999987	(1S,3R,6S,8R,11S,12S,15R,16R)-15-[(E,2R,6R)-7-hydroxy-6-methylhept-4-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol	HTYVBYVZYDWYMJ	Terpenoids	Triterpenoids	Cycloartane triterpenoids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	9.5525484085083	1
4043	1329	267	Shikimates and Phenylpropanoids	0.7142857142857143	Flavonoids	0.42857142857142855	Flavanones	0.42857142857142855	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105194184	OLXBZSNKHRWPMQ-PWUYWRBVSA-N	InChI=1S/C34H30O9/c1-38-20-7-8-22-30(15-20)42-17-24(33(22)37)18-5-11-27(39-2)23(13-18)32-25(35)10-9-21-26(36)16-29(43-34(21)32)19-6-12-28(40-3)31(14-19)41-4/h5-15,24,29,35H,16-17H2,1-4H3/t24-,29+/m0/s1	COc1ccc2c(c1)OC[C@@H](c1ccc(OC)c(-c3c(O)ccc4c3O[C@@H](c3ccc(OC)c(OC)c3)CC4=O)c1)C2=O	C34H30O9	pos_2_1magnesium	582.18898254	(2R)-2-(3,4-dimethoxyphenyl)-7-hydroxy-8-[2-methoxy-5-[(3R)-7-methoxy-4-oxo-2,3-dihydrochromen-3-yl]phenyl]-2,3-dihydrochromen-4-one	OLXBZSNKHRWPMQ	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	http://www.wikidata.org/entity/Q1741720	Semecarpus anacardium	456296.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Semecarpus']	['Semecarpus anacardium']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4044	1329	267	Shikimates and Phenylpropanoids	0.7142857142857143	Flavonoids	0.42857142857142855	Flavanones	0.42857142857142855	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110082605	PUZBENASFBKDLA-UHFFFAOYSA-N	InChI=1S/C34H30O9/c1-38-20-7-8-21-25(36)16-29(42-31(21)15-20)18-5-11-27(39-2)23(13-18)33-24(35)10-9-22-26(37)17-30(43-34(22)33)19-6-12-28(40-3)32(14-19)41-4/h5-15,29-30,35H,16-17H2,1-4H3	COc1ccc2c(c1)OC(c1ccc(OC)c(-c3c(O)ccc4c3OC(c3ccc(OC)c(OC)c3)CC4=O)c1)CC2=O	C34H30O9	pos_2_1magnesium	582.18898254	2-(3,4-Dimethoxyphenyl)-7-hydroxy-8-[2-methoxy-5-(7-methoxy-4-oxo-2,3-dihydrochromen-2-yl)phenyl]-2,3-dihydrochromen-4-one	PUZBENASFBKDLA	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	http://www.wikidata.org/entity/Q18079890	Semecarpus kurzii	6124291.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Semecarpus']	['Semecarpus kurzii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
4046	1327	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	1.0	0.55981815	ISDB	http://www.wikidata.org/entity/Q105133502	JQIUXUDRBWTUPQ-CNXLTTEDSA-N	InChI=1S/C21H36O5/c1-2-3-4-5-6-8-11-14-19(23)15-12-9-7-10-13-16-21(25)26-18-20(24)17-22/h6,8,11,14,20,22,24H,2-5,7,9-10,12-13,15-18H2,1H3/b8-6+,14-11+/t20-/m0/s1	CCCCC/C=C/C=C/C(=O)CCCCCCCC(=O)OC[C@@H](O)CO	C21H36O5		368.25627425199997	(10E,12E)-9-Oxo-10,12-octadecadienoic acid (S)-2,3-dihydroxypropyl ester	JQIUXUDRBWTUPQ	Fatty acids	Glycerolipids	Monoacylglycerols	http://www.wikidata.org/entity/Q15225458	Colocasia antiquorum	905242.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Alismatales']	['Araceae']	['Colocasieae']	['Colocasia']	['Colocasia antiquorum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	6.739272594451904	1
4049	1324	-1							2.0	0.39003024	ISDB	http://www.wikidata.org/entity/Q110190024	BZFNEZJWVCDAQG-UHFFFAOYSA-N	InChI=1S/C13H14O9/c14-4-8-9(15)10(16)11(17)13(22-8)20-6-2-1-5(12(18)19)3-7(6)21-13/h1-3,8-11,14-17H,4H2,(H,18,19)	O=C(O)c1ccc2c(c1)OC1(O2)OC(CO)C(O)C(O)C1O	C13H14O9		314.063782028	3',4',5'-Trihydroxy-6'-(hydroxymethyl)spiro[1,3-benzodioxole-2,2'-oxane]-5-carboxylic acid	BZFNEZJWVCDAQG	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q15600491	Cyathea phalerata	7045129.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Cyatheales']	['Cyatheaceae']	['Unknown']	['Cyathea']	['Cyathea phalerata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']							3	0	4.560121059417725	1
4056	1317	360	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Simple coumarins	1.0	2.0	0.29665875	ISDB	http://www.wikidata.org/entity/Q105276055	UNMQLUGEYMJJSH-UHFFFAOYSA-N	InChI=1S/C11H10O4/c12-4-3-7-5-8-1-2-11(14)15-10(8)6-9(7)13/h1-2,5-6,12-13H,3-4H2	O=c1ccc2cc(CCO)c(O)cc2o1	C11H10O4		206.05790880000004	Phellodenol A	UNMQLUGEYMJJSH	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q481711	Phellodendron amurense	1016461.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Phellodendron']	['Phellodendron amurense']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	3	7.6866350173950195	1
4059	1314	206	Carbohydrates	0.16666666666666666	Aminosugars and aminoglycosides	0.16666666666666666	Aminosugars	0.16666666666666666	2.0	0.24424803	ISDB	http://www.wikidata.org/entity/Q104954452	CDHCPJUXYQLWFD-IZMYCKBJSA-N	InChI=1S/C16H21NOS/c1-14(2)11-12-17-16(18)10-6-4-3-5-8-15-9-7-13-19-15/h3-10,13-14H,11-12H2,1-2H3,(H,17,18)/b4-3+,8-5+,10-6+	CC(C)CCNC(=O)/C=C/C=C/C=C/c1cccs1	C16H21NOS		275.134385292	(2e,4e,6e)-N-isopentyl-7-(2-thienyl)-2,4,6-heptatrienamide	CDHCPJUXYQLWFD	Alkaloids	Peptide alkaloids	Simple amide alkaloids	http://www.wikidata.org/entity/Q10260538	Otanthus maritimus	195139.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Otanthus']	['Otanthus maritimus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	4.976992130279541	1
