	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
260	1772	1.0	0.21425675	ISDB	http://www.wikidata.org/entity/Q83059805	VYGLBTZLOQTMBG-UHFFFAOYSA-N	InChI=1S/C7H7ClO2/c1-4-2-5(9)3-6(10)7(4)8/h2-3,9-10H,1H3	Cc1cc(O)cc(O)c1Cl	C7H7ClO2	nan	158.013457144	4-Chloro-5-methylbenzene-1,3-diol	VYGLBTZLOQTMBG	Polyketides	nan	nan	http://www.wikidata.org/entity/Q25120889	Lilium leichtlinii var. maximowiczii	549529.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Liliales']	['Liliaceae']	['Unknown']	['Lilium']	['Lilium leichtlinii']	Lilium leichtlinii var. maximowiczii	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	4.857027053833008	1	5	Fatty acids	0.2413793103448276	Fatty Acids and Conjugates	0.16091954022988506	Dicarboxylic acids	0.11494252873563218
261	1774	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q27279142|http://www.wikidata.org/entity/Q104385964	YTHRBOFHFYZBRJ-NEPJUHHUSA-N|UASZOTVHPVEMQR-HBNTYKKESA-N	InChI=1S/C12H18O2/c1-8(2)11-6-5-9(3)12(7-11)14-10(4)13/h5,11-12H,1,6-7H2,2-4H3/t11-,12+/m1/s1|InChI=1S/C12H18O2/c1-7-5-6-9-11(14-8(2)13)10(7)12(9,3)4/h5,9-11H,6H2,1-4H3/t9-,10+,11+/m0/s1	C=C(C)[C@@H]1CC=C(C)[C@@H](OC(C)=O)C1|CC(=O)O[C@H]1[C@H]2C(C)=CC[C@@H]1C2(C)C	C12H18O2|C12H18O2	pos_2MHNH3|pos_2MHNH3	194.130679816|194.130679816	(1s,5r)-2-Methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-yl acetate|trans-Chrysanthenyl acetate	YTHRBOFHFYZBRJ|UASZOTVHPVEMQR	Terpenoids|Terpenoids	Monoterpenoids|Monoterpenoids	Menthane monoterpenoids|Pinane monoterpenoids	http://www.wikidata.org/entity/Q3919027|http://www.wikidata.org/entity/Q3919027	Mangifera indica|Mangifera indica	807634.0|807634.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	['Unknown']|['Unknown']	['Mangifera']|['Mangifera']	['Mangifera indica']|['Mangifera indica']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	nan|nan	nan|nan	nan|nan	6|6	1|1	6.5|6.5	1|1	41	Terpenoids	0.5901639344262295	Aromatic polyketides	0.32786885245901637	Catechols with side chains	0.2786885245901639
262	1775	2.0	0.75268465	ISDB	http://www.wikidata.org/entity/Q27145340	ZCCLDKGWJIREQF-PDBXOOCHSA-N	InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3/b4-3-,7-6-,10-9-	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO	C21H36O4	nan	352.261359632	2-Monolinolenin	ZCCLDKGWJIREQF	Fatty acids	Glycerolipids	Monoacylglycerols	http://www.wikidata.org/entity/Q10660730	Halimodendron halodendron	761641.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Caraganeae']	['Halimodendron']	['Halimodendron halodendron']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	7.510738372802734	1	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213
263	1778	1.0	0.73059493	ISDB	http://www.wikidata.org/entity/Q115947206	CKPBBEOJHAPPBT-UHFFFAOYSA-N	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)29-20(18-23)19-28-30(25,26)27-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)	CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN	C21H44NO7P	nan	453.2855393779999	Phosphatidylethanolamine lyso 16:0	CKPBBEOJHAPPBT	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q28367	Asparagus officinalis	748359.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Asparagaceae']	['Unknown']	['Asparagus']	['Asparagus officinalis']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	8.422379493713379	1	74	Fatty acids	0.5	Glycerophospholipids	0.375	Glycerophosphoethanolamines	0.1875
264	1794	1.0	0.20060082	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	SPUGTKTYKGAGRY	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.8024032711982727	1	-1	nan	nan	nan	nan	nan	nan
265	1799	6.0	0.35735452	ISDB	http://www.wikidata.org/entity/Q105171607	MTCFYYIJIXJCPF-NFJBMHMQSA-N	InChI=1S/C30H26O11/c31-14-4-1-12(2-5-14)28-22(38)10-16-18(34)11-21(37)25(30(16)41-28)26-24-20(36)8-15(32)9-23(24)40-29(27(26)39)13-3-6-17(33)19(35)7-13/h1-9,11,22,26-29,31-39H,10H2/t22-,26-,27-,28-,29-/m1/s1	Oc1ccc([C@H]2Oc3c(c(O)cc(O)c3[C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)c(O)c4)[C@@H]3O)C[C@H]2O)cc1	C30H26O11	nan	562.1475116519999	Epicatechin-(4beta-8)-epiafzelechin	MTCFYYIJIXJCPF	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q161117	Cassia fistula	959676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Cassia']	['Cassia fistula']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	6.929418087005615	1	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846
266	180	5.0	0.46812186	ISDB	http://www.wikidata.org/entity/Q105291948	VRTGGIJPIYOHGT-UHFFFAOYSA-N	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)15-14(19)13(18)11-6-5-10(17)7-12(11)20-15/h1-7,14-17,19H	O=C1c2ccc(O)cc2OC(c2ccc(O)cc2)C1O	C15H12O5	nan	272.06847348400004	(2R,3R)-3,4',7-Trihydroxyflavanone	VRTGGIJPIYOHGT	Shikimates and Phenylpropanoids	Flavonoids	Dihydroflavonols	http://www.wikidata.org/entity/Q157649	Rhus	350866.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Rhus']	['Unknown']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	3	9.372487545013428	1	311	Shikimates and Phenylpropanoids	0.8	Flavonoids	0.8	Dihydroflavonols	0.8
267	1801	333.0	0.3401943	ISDB	http://www.wikidata.org/entity/Q104971119	CWAJEURPJYKGRL-PGKPSXLWSA-N	InChI=1S/C15H20O4/c1-8-9-6-12-14(2,19-12)5-4-11-15(3,18-11)7-10(9)17-13(8)16/h10-12H,4-7H2,1-3H3/t10-,11+,12+,14+,15+/m0/s1	CC1=C2C[C@H]3O[C@]3(C)CC[C@H]3O[C@]3(C)C[C@@H]2OC1=O	C15H20O4	nan	264.13615912	(5R,6R,9R,10R,11aS)-5,6:9,10-Bisepoxy-3,6,10-trimethyl-2,4,5,6,7,8,9,10,11,11a-decahydrocyclodeca[b]furan-2-one	CWAJEURPJYKGRL	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	http://www.wikidata.org/entity/Q15394929	Vepris unifoliolata	6126702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Vepris']	['Vepris unifoliolata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	nan	nan	nan	nan	5	3	7.860777378082275	1	72	Terpenoids	0.5555555555555556	Sesquiterpenoids	0.5555555555555556	Germacrane sesquiterpenoids	0.4444444444444444
268	1807	1.0	0.24955115	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	PJLLTBWJDGQDMZ	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.9982045888900757	1	106	nan	nan	nan	nan	nan	nan
269	1809	3.0	0.9660582	ISDB	http://www.wikidata.org/entity/Q27145562	FOHXFLPXBUAOJM-LIBJPBHASA-N	InChI=1S/C21H20O13/c22-5-12-15(28)17(30)18(31)21(33-12)34-20-16(29)13-8(24)3-7(23)4-11(13)32-19(20)6-1-9(25)14(27)10(26)2-6/h1-4,12,15,17-18,21-28,30-31H,5H2/t12-,15-,17+,18-,21+/m1/s1	O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	C21H20O13	nan	480.09039069999983	myricetin 3-O-beta-D-glucopyranoside	FOHXFLPXBUAOJM	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q159546	Rhus coriaria	598784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Rhus']	['Rhus coriaria']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	3	11.364233016967773	1	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895
270	1811	4.0|4.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q115784758|http://www.wikidata.org/entity/Q25323843	OALYTRUKMRCXNH-MRVPVSSYSA-N|PXRBWNLUQYZAAX-UHFFFAOYSA-N	InChI=1S/C9H16O2/c1-2-3-4-5-8-6-7-9(10)11-8/h8H,2-7H2,1H3/t8-/m1/s1|InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3	CCCCC[C@@H]1CCC(=O)O1|CCCCC1CCCC(=O)O1	C9H16O2|C9H16O2	pos_1_1proton1acetonitrile|pos_1_1proton1acetonitrile	156.115029752|156.115029752	(R)-(+)-gamma-Nonalactone|delta-Nonalactone	OALYTRUKMRCXNH|PXRBWNLUQYZAAX	Fatty acids|Fatty acids	Fatty esters|Fatty esters	Lactones|Lactones	http://www.wikidata.org/entity/Q3919027|http://www.wikidata.org/entity/Q3919027	Mangifera indica|Mangifera indica	807634.0|807634.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	['Unknown']|['Unknown']	['Mangifera']|['Mangifera']	['Mangifera indica']|['Mangifera indica']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	361	Alkaloids	0.6666666666666666	Fatty esters	0.5	Lactones	0.5
271	1814	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q213050	KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	O=C(O)CCC(=O)O	C4H6O4	pos_2MHNH3	118.02660867200001	Butanedioate;hydron	KDYFGRWQOYBRFD	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	3	7.5	1	5	Fatty acids	0.2413793103448276	Fatty Acids and Conjugates	0.16091954022988506	Dicarboxylic acids	0.11494252873563218
272	182	1.0	0.37880942	ISDB	http://www.wikidata.org/entity/Q105031584	HOXVUKKGXNVMRX-YKVYKZNASA-N	InChI=1S/C27H26O15/c28-9-11-3-1-2-4-18(11)40-27-23(36)22(35)24(42-26(38)13-7-16(31)21(34)17(32)8-13)19(41-27)10-39-25(37)12-5-14(29)20(33)15(30)6-12/h1-8,19,22-24,27-36H,9-10H2/t19-,22-,23-,24-,27-/m1/s1	O=C(OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	C27H26O15	nan	590.127170132	4',6'-O-Digalloylsalicin	HOXVUKKGXNVMRX	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Gallotannins	http://www.wikidata.org/entity/Q2707318	Alangium chinense	899878.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cornales']	['Cornaceae']	['Unknown']	['Alangium']	['Alangium chinense']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.515237808227539	1	51	Polyketides	0.3709677419354839	Phloroglucinols	0.3387096774193548	Acyl phloroglucinols	0.3387096774193548
273	1821	8.0	0.661288	ISDB	http://www.wikidata.org/entity/Q27121861	USMNOWBWPHYOEA-XKSSXDPKSA-N	InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1	CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2	C10H16O	nan	152.120115132	beta-Thujone	USMNOWBWPHYOEA	Terpenoids	Monoterpenoids	Thujane monoterpenoids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	['Mangifera']	['Mangifera indica']	8	0	10.64515209197998	1	-1	nan	nan	nan	nan	nan	nan
274	1823	12.0	0.4688958	ISDB	http://www.wikidata.org/entity/Q105220419	QGMORWLDWJPVQC-CHXUTICSSA-N	InChI=1S/C23H40O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-23(26)19-17-21(24)22(25)20-23/h7-8,17,19,22,25-26H,2-6,9-16,18,20H2,1H3/b8-7-/t22-,23-/m0/s1	CCCCCC/C=C\CCCCCCCCC[C@]1(O)C=CC(=O)[C@@H](O)C1	C23H40O3	nan	364.29774513999985	(4R,6S)-4,6-Dihydroxy-4-[(Z)-10-heptadecenyl]-2-cyclohexen-1-one	QGMORWLDWJPVQC	nan	nan	nan	http://www.wikidata.org/entity/Q7684678	Tapirira guianensis	1016434.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Tapirira']	['Tapirira guianensis']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	0	7.875583171844482	1	-1	nan	nan	nan	nan	nan	nan
275	1825	115.0	0.23328257	ISDB	http://www.wikidata.org/entity/Q105204939	PAXVPBKYCURYQJ-WKDRNLAYSA-N	InChI=1S/C22H32O4/c1-15-6-9-19-21(3,14-26-16(2)23)10-5-11-22(19,4)18(15)8-7-17-12-20(24)25-13-17/h12,18-19H,1,5-11,13-14H2,2-4H3/t18-,19-,21+,22+/m1/s1	C=C1CC[C@@H]2[C@](C)(COC(C)=O)CCC[C@@]2(C)[C@@H]1CCC1=CC(=O)OC1	C22H32O4	nan	360.230059504	[(1R,4aS,5R,8aS)-1,4a-dimethyl-6-methylidene-5-[2-(5-oxo-2H-furan-3-yl)ethyl]-3,4,5,7,8,8a-hexahydro-2H-naphthalen-1-yl]methyl acetate	PAXVPBKYCURYQJ	Terpenoids	Diterpenoids	Labdane diterpenoids	http://www.wikidata.org/entity/Q18081065	Turraeanthus mannii	4728766.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Turraeanthus']	['Turraeanthus mannii']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	nan	nan	nan	nan	5	0	5.933130264282227	1	-1	nan	nan	nan	nan	nan	nan
276	1826	23.0	0.28200307	ISDB	http://www.wikidata.org/entity/Q105372594	ZDQRDEJLQISWGS-CBKVTNJMSA-N	InChI=1S/C30H46O2/c1-20(19-31)9-8-10-21(2)22-13-17-30(7)24-11-12-25-27(3,4)26(32)15-16-28(25,5)23(24)14-18-29(22,30)6/h9,11,19,21-23,25H,8,10,12-18H2,1-7H3/b20-9-/t21-,22-,23-,25-,28+,29-,30+/m0/s1	C/C(C=O)=C/CC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C	C30H46O2	nan	438.349780712	(Z,6S)-2-methyl-6-[(5R,9R,10R,13S,14S,17S)-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-2-enal	ZDQRDEJLQISWGS	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q36071	Pistacia vera	200787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Pistacia']	['Pistacia vera']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	0	7.128012180328369	1	-1	nan	nan	nan	nan	nan	nan
277	1828	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27138500	NAAJVHHFAXWBOK-ZDUSSCGKSA-N	InChI=1S/C15H20O/c1-11(2)9-15(16)10-13(4)14-7-5-12(3)6-8-14/h5-9,13H,10H2,1-4H3/t13-/m0/s1	CC(C)=CC(=O)C[C@H](C)c1ccc(C)cc1	C15H20O	pos_1_1proton1methanol	216.15141526	ar-Turmerone	NAAJVHHFAXWBOK	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	3	7.5	1	237	Terpenoids	0.8333333333333334	Sesquiterpenoids	0.6666666666666666	Bisabolane sesquiterpenoids	0.3333333333333333
278	1831	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q4596912|http://www.wikidata.org/entity/Q416673	BSAIUMLZVGUGKX-BQYQJAHWSA-N|NUJGJRNETVAIRJ-UHFFFAOYSA-N	InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h7-9H,2-6H2,1H3/b8-7+|InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	CCCCCC/C=C/C=O|CCCCCCCC=O	C9H16O|C8H16O	pos_2MHNH3|pos_2MHCH3CN	140.120115132|128.120115132	2-Nonenal|Octanal	BSAIUMLZVGUGKX|NUJGJRNETVAIRJ	Fatty acids|Fatty acids	Fatty acyls|Fatty acyls	Fatty aldehydes|Fatty aldehydes	http://www.wikidata.org/entity/Q3919027|http://www.wikidata.org/entity/Q3919027	Mangifera indica|Mangifera indica	807634.0|807634.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	['Unknown']|['Unknown']	['Mangifera']|['Mangifera']	['Mangifera indica']|['Mangifera indica']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Sapindales']|['Sapindales']	['Anacardiaceae']|['Anacardiaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	162	Fatty acids	0.4666666666666667	Fatty acyls	0.2	Fatty aldehydes	0.2
279	1837	6.0	0.43946654	ISDB	http://www.wikidata.org/entity/Q1074417	AEDDIBAIWPIIBD-ZJKJAXBQSA-N	InChI=1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1	O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	C19H18O11	nan	422.084911396	Mangiferin	AEDDIBAIWPIIBD	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	['Mangifera']	['Mangifera indica']	8	3	11.257865905761719	1	64	Shikimates and Phenylpropanoids	0.85	Flavonoids	0.5	Plant xanthones	0.35
280	1838	3.0	0.25759187	ISDB	http://www.wikidata.org/entity/Q105278869	UTMBJMONAMBFJU-YCOJEUHLSA-N	InChI=1S/C19H21NO6/c1-25-17-9-12(3-6-14(17)21)4-8-19(24)20-11-16(23)13-5-7-15(22)18(10-13)26-2/h3-10,16,21-23H,11H2,1-2H3,(H,20,24)/b8-4+/t16-/m0/s1	COc1cc(/C=C/C(=O)NC[C@H](O)c2ccc(O)c(OC)c2)ccc1O	C19H21NO6	nan	359.13688739199995	(E)-N-[(2R)-2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)ethyl]-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide	UTMBJMONAMBFJU	Amino acids and Peptides	Phenylpropanoids (C6-C3)	Cinnamic acid amides	http://www.wikidata.org/entity/Q15226213	Salsola collina	544741.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Salsoleae']	['Salsola']	['Salsola collina']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.030367374420166	1	114	Shikimates and Phenylpropanoids	0.7647058823529411	Flavonoids	0.7352941176470589	Flavan-3-ols	0.5588235294117647
281	1839	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q417527	PCMORTLOPMLEFB-ONEGZZNKSA-N	InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+	COc1cc(/C=C/C(=O)O)cc(OC)c1O	C11H12O5	pos_1_1proton1acetonitrile	224.068473484	Sinapic acid	PCMORTLOPMLEFB	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	nan	nan	nan	6	3	7.5	1	317	Shikimates and Phenylpropanoids	0.3333333333333333	Phenylpropanoids (C6-C3)	0.3333333333333333	Cinnamic acids and derivatives	0.3333333333333333
282	184	23.0	0.60658765	ISDB	http://www.wikidata.org/entity/Q110196424	CJWSTQBYJWFAJS-UHFFFAOYSA-N	InChI=1S/C18H28O3/c1-2-17(20)13-9-6-7-11-15-18(21)14-10-5-3-4-8-12-16-19/h11,15,17-21H,2-5,8,10,12,14,16H2,1H3	CCC(O)C#CC#CC=CC(O)CCCCCCCCO	C18H28O3	nan	292.20384475599997	Octadec-10-en-12,14-diyne-1,9,16-triol	CJWSTQBYJWFAJS	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q2739400	Toona ciliata	448727.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Toona']	['Toona ciliata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	nan	nan	nan	nan	5	0	7.4263505935668945	1	-1	nan	nan	nan	nan	nan	nan
