CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1159	1519	26	0.8181	31.991
2033	4873	26	0.7824	2.016
1519	2228	26	0.875	-45.058
1549	2185	26	0.8594	30.010
525	1896	26	0.7563	14.016
95	831	26	0.7277	15.995
678	2932	26	0.8159	-31.990
513	1859	26	0.8841	-0.001
2723	4873	26	0.7902	46.004
1216	1896	26	0.7287	-152.010
819	1549	26	0.8008	45.058
2392	4873	26	0.7455	-0.000
182	852	26	0.8946	30.011
1544	2932	26	0.7991	0.003
248	639	26	0.8433	0.000
1519	1859	26	0.8118	-152.013
3178	4223	26	0.9155	31.990
230	4675	26	0.9531	-15.996
678	1859	26	0.7697	-0.002
1859	2228	26	0.7717	106.955
1896	2444	26	0.8339	152.010
139	2228	26	0.7211	15.995
1896	4675	26	0.9099	152.009
1252	2202	26	0.8394	46.007
1366	4556	26	0.8979	-17.955
831	2932	26	0.9293	-14.016
2444	4675	26	0.8577	-0.001
1544	1859	26	0.7685	31.991
37	1463	26	0.917	-30.010
973	1699	26	0.7534	14.017
2033	2202	26	0.9458	15.995
2279	3948	26	0.875	14.015
2202	4223	26	0.9263	-14.016
182	1596	26	0.8489	-14.015
1549	3178	26	0.8789	-1.980
230	831	26	0.838	-152.011
303	2279	26	0.8068	-3.995
248	4556	26	0.8397	15.995
2392	3003	26	0.7508	-14.016
1549	1844	26	0.862	-1.980
831	1896	26	0.7609	-15.995
1159	1544	26	0.8492	-152.013
3003	4873	26	0.8779	14.016
852	3178	26	0.8916	-14.016
2228	2825	26	0.8956	-31.990
639	928	26	0.728	-304.023
37	4556	26	0.8938	-18.010
1289	1549	26	0.8837	15.995
950	1428	26	0.8244	-152.011
95	525	26	0.7356	-14.015
525	2932	26	0.9016	15.994
1842	2202	26	0.7875	31.991
2230	3948	26	0.8597	-30.011
1289	1844	26	0.86	14.015
427	2230	26	0.8785	15.994
2185	4223	26	0.8611	-0.000
678	2494	26	0.9045	14.015
852	1252	26	0.8269	-14.017
950	2723	26	0.7942	-14.015
1519	2202	26	0.8569	14.016
1159	1549	26	0.832	1.980
831	1544	26	0.7761	-14.019
1159	4223	26	0.834	31.991
639	4556	26	0.9632	15.995
1596	2825	26	0.7579	-15.048
678	1544	26	0.7261	-31.993
1596	3178	26	0.8759	30.010
1859	2185	26	0.8204	152.013
1844	2825	26	0.9049	-45.057
2033	4675	26	0.9329	-31.991
230	852	26	0.8995	-0.000
678	936	26	0.7462	-1.979
936	2033	26	0.7654	152.010
1544	3178	26	0.9274	152.014
928	4675	26	0.8468	152.010
95	4675	26	0.7771	152.010
1366	2230	26	0.8306	-17.956
819	2825	26	0.7924	-1.979
427	639	26	0.8715	-0.000
2185	2202	26	0.8447	14.016
230	3178	26	0.9296	-14.016
950	4873	26	0.9519	31.990
819	2228	26	0.8174	30.011
427	3948	26	0.8706	-14.016
1519	1549	26	0.8821	-30.011
106	4873	26	0.7412	16.031
248	427	26	0.8695	0.000
248	3948	26	0.8376	-14.016
928	2932	26	0.7844	1.979
1844	4223	26	0.8971	31.991
852	1159	26	0.8384	-14.016
2059	2444	26	0.8285	14.016
852	4675	26	0.8991	-15.996
1842	4675	26	0.8072	-15.995
1844	3178	26	0.9487	0.001
1289	2185	26	0.8108	46.005
950	2392	26	0.77	31.990
2059	3178	26	0.9654	15.995
3948	4556	26	0.9113	30.011
950	1699	26	0.9055	-152.010
230	2202	26	0.8886	31.990
1463	3948	26	0.8921	-18.011
1428	1699	26	0.7884	0.001
1289	3178	26	0.8578	14.015
1218	1463	26	0.9574	-14.016
37	1366	26	0.97	-0.055
1285	2133	26	0.9433	30.011
1252	1289	26	0.8392	-14.014
2343	4873	26	0.7355	31.990
1252	1842	26	0.781	14.016
831	928	26	0.9393	-15.995
1289	4223	26	0.8587	46.005
427	4556	26	0.8807	15.995
2175	3557	27	0.7734	-28.032
1445	4060	28	0.8172	13.979
4044	4095	28	0.8108	28.031
963	1445	28	0.7693	162.053
2235	4044	28	0.769	-30.047
963	4864	28	0.8008	-2.016
3940	4864	28	0.7898	-2.016
2235	4095	28	0.9376	-2.016
2235	4060	28	0.8423	13.979
963	3940	28	0.9123	-0.000
4060	4095	28	0.8534	-15.995
1445	2235	28	0.952	-0.000
1445	4095	28	0.9235	-2.016
963	2235	28	0.7767	162.053
1445	4044	28	0.7639	-30.047
2235	3940	28	0.7732	-162.053
2550	4437	31	1.0	-0.000
1259	1738	32	0.9079	10.057
1824	3685	32	0.8429	-0.000
3464	4043	32	0.8663	14.016
4155	4593	32	0.9111	-0.000
1209	1297	32	0.8496	12.000
3993	4043	32	0.8367	-74.015
2587	3013	32	0.862	-2.016
1738	2649	32	0.8676	45.969
3966	4446	32	0.8332	-45.058
2587	4043	32	0.9032	0.000
1209	2680	32	0.8293	47.964
3684	4108	32	0.8289	179.079
1209	2260	32	0.8369	13.979
560	4593	32	0.837	-14.016
1708	1738	32	0.8611	-53.938
2691	2895	32	0.8523	14.016
3104	4043	32	0.8688	-17.026
1259	2680	32	0.8806	75.995
3104	4797	32	0.93	-14.015
3013	4043	32	0.8736	2.016
1708	2649	32	0.9245	-7.969
1738	4267	32	0.8556	13.980
4270	4797	32	0.8214	-162.053
1209	2649	32	0.8322	27.995
1151	4267	32	0.9078	-30.010
2680	3187	32	0.8338	2.016
1259	1297	32	0.8474	40.031
1297	3993	32	0.8839	-30.010
3464	4797	32	0.9424	17.026
560	2797	32	0.8221	30.010
1907	4169	32	0.9287	28.031
2260	2680	32	0.8988	33.984
138	4169	32	0.8852	-0.000
1738	2260	32	0.8739	31.954
3966	4108	32	0.8207	162.053
2680	4267	32	0.8351	-51.958
2587	3684	32	0.8892	-14.015
3013	3464	32	0.8326	-12.000
3993	4267	32	0.8969	14.016
1209	1259	32	0.8692	-28.031
1334	4108	32	0.8256	-0.000
1738	4651	32	0.8416	3.923
1824	4169	32	0.8269	12.035
1259	4267	32	0.8881	24.036
1708	2260	32	0.9507	-21.984
3237	4651	32	0.8411	43.990
1209	4267	32	0.8774	-3.995
1209	1708	32	0.8398	35.964
1151	2260	32	0.9137	-12.036
3684	3966	32	0.881	17.027
1297	4043	32	0.8604	-104.026
4446	4797	32	0.8643	45.058
2680	4651	32	0.829	-62.015
1297	4267	32	0.867	-15.995
3684	4797	32	0.9168	17.026
3464	4108	32	0.8287	179.079
2649	4651	32	0.9382	-42.047
2691	2797	32	0.8996	-0.000
1151	1259	32	0.9024	-54.047
1021	2691	32	0.8381	-14.016
1708	4267	32	0.8701	-39.958
1259	2260	32	0.9096	42.010
1151	2649	32	0.9086	1.979
4108	4270	32	0.8372	0.000
1334	4270	32	0.9321	-0.000
2649	4267	32	0.8585	-31.990
3993	4593	32	0.8283	-30.011
1021	2797	32	0.8401	-14.016
1708	3187	32	0.8209	14.015
138	1907	32	0.8829	-28.031
2797	2895	32	0.8257	14.016
1151	1708	32	0.9239	9.948
2260	4267	32	0.8655	-17.974
1209	1738	32	0.8715	-17.974
4108	4797	32	0.8503	-162.053
1297	3013	32	0.8463	-106.042
138	2895	32	0.8215	12.001
3684	4446	32	0.9076	-28.031
3464	3684	32	0.9499	-0.000
2649	2680	32	0.8595	19.969
1151	1297	32	0.8967	-14.016
138	1824	32	0.8605	-12.036
2587	3464	32	0.8865	-14.015
2260	4651	32	0.902	-28.031
1297	2587	32	0.8414	-104.026
748	1738	32	0.8416	82.152
1151	3993	32	0.881	-44.026
3966	4797	32	0.9356	-0.000
1259	1708	32	0.9195	63.995
3684	4043	32	0.8443	14.016
3464	4446	32	0.8804	-28.032
2260	2649	32	0.9098	14.016
560	4155	32	0.8208	-14.016
3685	4169	32	0.8769	12.036
1021	2895	32	0.8435	0.000
1708	4651	32	0.8916	-50.015
1259	4651	32	0.8688	13.979
1151	2680	32	0.8793	21.948
1708	2680	32	0.8967	12.000
2587	3104	32	0.9095	17.026
1738	2680	32	0.8628	65.938
1297	3464	32	0.8386	-118.041
1259	2649	32	0.9065	56.026
560	4692	32	0.8483	-28.031
3104	3966	32	0.9006	-14.015
2649	3237	32	0.8614	-86.036
2260	3187	32	0.8303	36.000
1033	1334	32	0.9167	0.000
3464	3993	32	0.8523	88.031
1151	1738	32	0.8629	-43.990
3464	3966	32	0.9118	17.027
1738	3187	32	0.8792	67.953
1209	3993	32	0.875	-18.010
1151	4651	32	0.8659	-40.068
1033	4270	32	0.9023	-0.000
4463	4875	34	0.8591	28.031
69	4463	34	0.8134	-82.080
4486	4757	34	0.9072	56.063
975	1150	34	0.7341	28.031
1845	2342	34	0.8392	-4.030
1150	2934	34	0.7515	-294.095
208	2845	34	0.7902	-10.021
812	4016	34	0.7954	-28.031
1150	3636	34	0.7301	-56.062
576	1173	34	0.8191	84.094
1248	3636	34	0.7254	15.995
2845	4486	34	0.9171	17.026
1088	2663	34	0.8739	0.000
4757	4875	34	0.8946	-28.031
2642	3456	34	0.7399	-42.017
3794	4486	34	0.9067	-28.031
102	3456	34	0.8009	-28.036
966	2125	34	0.7956	26.016
2342	4486	34	0.8899	-26.017
2125	3128	34	0.7776	-28.033
69	3830	34	0.8709	-28.033
2125	2806	34	0.9023	-56.064
2642	2845	34	0.844	-54.047
2806	3088	34	0.8144	2.016
482	4757	34	0.816	-28.032
247	2663	34	0.8455	-28.032
2893	3088	34	0.7816	-82.079
2845	3950	34	0.8589	26.016
247	1774	34	0.773	-35.037
3830	4463	34	0.8467	-54.047
1248	3359	34	0.8107	18.010
1845	4654	34	0.8015	-28.032
2857	3456	34	0.7402	28.027
966	1212	34	0.8179	56.063
2342	3794	34	0.8849	2.014
1845	4463	34	0.7997	-30.047
4463	4757	34	0.8599	56.063
2642	4278	34	0.7411	-15.995
932	2914	34	0.7414	46.041
1890	4426	34	0.7196	56.063
232	3359	34	0.7046	28.031
576	3950	34	0.8573	28.032
966	3088	34	0.8899	-28.032
69	4486	34	0.8114	-82.080
2342	4875	34	0.8662	2.014
2342	4463	34	0.8555	-26.017
686	2110	34	0.7659	26.016
3794	4875	34	0.922	0.000
208	3636	34	0.789	0.000
482	4654	34	0.7896	-82.080
966	2806	34	0.8037	-30.047
69	2342	34	0.8692	-56.063
2429	2642	34	0.78	42.011
1890	2857	34	0.7248	28.030
2329	4326	34	0.7249	0.000
2642	3830	34	0.8602	17.027
2342	3950	34	0.9113	-17.027
102	2125	34	0.7381	17.029
1173	2429	34	0.782	-70.042
576	4016	34	0.7893	30.047
2429	3456	34	0.7655	-0.006
208	3794	34	0.8156	35.036
1248	2429	34	0.7201	18.010
1694	4016	34	0.8321	-35.037
576	2914	34	0.7083	42.083
686	2806	34	0.7211	-30.047
3456	3950	34	0.745	13.986
3794	4016	34	0.8822	-17.026
1173	2642	34	0.8551	-28.031
4463	4486	34	0.9148	-0.000
2342	4757	34	0.8468	30.046
2806	2893	34	0.8627	84.095
2110	2125	34	0.7523	0.000
1774	3359	34	0.8089	-0.000
812	1305	34	0.7043	-18.010
3830	4757	34	0.848	2.015
1845	3830	34	0.7992	24.001
2806	3128	34	0.8057	28.031
2110	2347	34	0.8012	-54.048
686	2347	34	0.8712	-28.031
1774	3636	34	0.7191	-2.016
3830	4486	34	0.8788	-54.047
975	2845	34	0.7334	-38.052
2125	2893	34	0.8618	28.031
966	2893	34	0.7933	54.047
1694	4875	34	0.8482	-18.010
2347	2806	34	0.7421	-2.016
1248	1305	34	0.7612	44.026
482	4486	34	0.8133	-84.095
3950	4016	34	0.8691	2.015
1845	4757	34	0.8472	26.016
102	4426	34	0.7141	-28.030
975	3636	34	0.7614	-28.031
975	1248	34	0.7205	-44.026
3794	4463	34	0.8645	-28.031
3830	4875	34	0.8802	-26.016
208	1248	34	0.7541	-15.995
2893	3128	34	0.767	-56.064
966	3128	34	0.7511	-2.017
2342	3830	34	0.9489	28.031
102	2429	34	0.7682	-28.030
686	1185	34	0.7068	-18.010
3794	4757	34	0.9296	28.032
2845	4463	34	0.8891	17.026
69	4757	34	0.7964	-26.017
2857	3984	34	0.7327	14.010
1845	4875	34	0.8384	-2.016
966	3449	34	0.7087	15.994
208	975	34	0.8248	28.031
208	1774	34	0.7661	2.016
1694	3794	34	0.8706	-18.010
1173	3950	34	0.8528	-56.062
1150	1305	34	0.718	-28.032
2642	3950	34	0.9368	-28.031
1212	2125	34	0.7392	-30.047
812	3950	34	0.7357	-30.046
975	1774	34	0.7163	-26.016
4486	4875	34	0.8964	28.031
102	932	34	0.7193	-46.040
2110	4757	34	0.8086	15.994
598	4426	34	0.7257	26.016
208	4875	34	0.8315	35.037
102	2914	34	0.7206	0.001
1173	2914	34	0.7696	-42.011
247	1088	34	0.8887	-28.032
208	4016	34	0.8848	18.010
2845	4016	34	0.8995	28.031
3088	3128	34	0.7312	26.015
247	4654	34	0.8014	-28.032
482	3830	34	0.7811	-30.047
1248	1774	34	0.794	18.011
1173	4016	34	0.7608	-54.047
576	2429	34	0.7641	14.052
1305	3636	34	0.8127	-28.031
1185	4813	34	0.7135	0.001
3128	3456	34	0.784	-17.032
1173	2845	34	0.7486	-82.078
247	1845	34	0.7928	-0.000
4016	4875	34	0.895	17.026
812	975	34	0.7116	-18.010
232	1774	34	0.7427	28.032
2642	4016	34	0.8527	-26.016
2485	2857	34	0.854	-0.001
1845	3794	34	0.8365	-2.016
1890	3847	34	0.7066	64.031
2857	4426	34	0.8375	28.033
3794	3830	34	0.8711	26.017
1845	4486	34	0.8439	-30.047
208	1694	34	0.7461	53.047
2429	3950	34	0.7695	13.980
190	482	34	0.7683	26.016
2429	3128	34	0.7268	17.026
1212	2893	34	0.7467	-2.016
1694	2806	34	0.7445	-62.036
2429	2914	34	0.7843	28.031
2429	2857	34	0.7373	-28.033
576	2845	34	0.7796	2.016
576	2642	34	0.8549	56.063
1212	3088	34	0.7865	-84.095
812	3636	34	0.7056	-46.041
69	1173	34	0.7719	-17.028
812	2845	34	0.7671	-56.062
1305	1774	34	0.7281	-26.015
598	2857	34	0.7324	-2.017
2342	4654	34	0.7927	-24.002
975	1305	34	0.7805	-0.000
1185	2329	34	0.7043	28.032
812	1173	34	0.7096	26.016
1845	2110	34	0.7912	10.022
2125	3088	34	0.8143	-54.048
2642	2914	34	0.7599	-13.980
1088	4463	34	0.7883	-2.015
247	3359	34	0.79	-35.037
2857	3847	34	0.7148	36.001
208	1305	34	0.8181	28.031
2914	3950	34	0.7346	-14.051
2907	3678	36	0.836	-45.058
3678	4622	36	0.8785	28.031
3443	3678	36	0.8175	-14.015
869	4622	36	0.9151	28.031
869	3443	36	0.8227	14.015
2907	4622	36	0.849	-17.027
1616	2907	36	0.9332	-198.053
869	3678	36	0.9006	-0.000
869	2907	36	0.8589	45.058
2907	3443	36	0.7792	-31.043
3443	4622	36	0.7951	14.016
3546	4400	37	1.0	0.000
3741	4483	38	0.8885	17.989
4039	4539	40	1.0	0.001
333	1162	43	0.7683	2.016
333	562	43	0.7612	26.015
3935	4380	45	0.8878	0.000
3943	4685	45	0.8738	162.053
1172	4685	45	0.8436	-18.011
3336	3826	45	0.8948	132.043
4174	4913	45	0.8536	-30.011
466	4132	45	0.898	-180.063
1591	4685	45	0.9572	-0.000
1286	1491	45	0.8436	-16.031
1286	4380	45	0.9178	0.000
3826	3943	45	0.8634	45.058
1367	1491	45	0.8429	0.001
466	1286	45	0.8628	2.016
466	4685	45	0.9284	-18.010
1367	3558	45	0.9631	0.000
1286	3935	45	0.8447	-0.000
3942	4562	45	0.9011	18.010
3336	4174	45	0.8913	45.058
1591	3943	45	0.8762	-162.053
3943	4913	45	0.8495	-162.053
466	3275	45	0.8521	-0.000
4132	4174	45	0.9253	-132.042
4132	4685	45	0.8847	162.053
466	1172	45	0.8451	0.000
3942	4007	45	0.9127	18.010
466	1491	45	0.8408	-14.015
466	1591	45	0.9378	-18.010
2628	4006	45	0.8783	0.000
3826	4174	45	0.9007	-86.984
1491	3558	45	0.8534	-0.001
173	725	45	0.8453	-18.010
3943	4132	45	0.9763	0.000
3826	4913	45	0.8607	-116.995
3478	3558	45	0.9124	-0.000
3826	4132	45	0.8643	45.058
3943	4174	45	0.931	-132.042
466	3943	45	0.8832	-180.063
1367	3478	45	0.8816	0.000
1591	4132	45	0.8855	-162.053
4132	4913	45	0.8627	-162.053
4007	4562	45	0.9547	0.000
1491	3478	45	0.8528	-0.000
3935	4129	45	0.8929	-0.000
4006	4562	45	0.8553	16.031
3275	4006	45	0.8781	-18.010
173	4006	45	0.8535	112.126
2212	3275	45	0.8774	0.000
2238	4710	46	0.9567	-15.995
1916	2288	46	0.9678	0.000
2104	2734	46	1.0	0.000
111	854	46	0.9771	-14.016
854	2478	46	0.9008	-26.016
2238	3219	46	0.9701	-0.000
2288	4710	46	0.9601	0.000
74	1399	46	0.9204	-2.031
2288	2734	46	0.9504	15.995
1916	2734	46	0.9531	15.995
1925	2104	46	0.9479	15.995
1925	2238	46	0.9509	15.995
1916	2104	46	0.9531	15.995
2104	3235	46	0.9072	13.997
888	1916	46	0.9532	15.995
1916	1925	46	0.965	-0.000
2734	4710	46	0.9587	-15.995
1070	1399	46	0.9242	-90.084
1916	2238	46	0.9546	15.995
3219	4710	46	0.9502	-15.995
1925	2288	46	0.9737	0.000
1070	2394	46	0.9088	70.045
1925	3219	46	0.9529	15.995
404	2288	46	0.9472	-15.995
888	2104	46	0.9359	31.990
295	1399	46	0.905	46.006
854	3997	46	0.9122	-158.946
2734	3219	46	0.9624	-0.000
2104	2288	46	0.9504	-15.995
404	888	46	0.916	-31.990
1925	2734	46	0.9479	15.995
2288	3219	46	0.9542	15.995
888	2288	46	0.9475	15.995
888	4710	46	0.948	15.995
404	2238	46	0.9598	0.000
854	2238	46	0.9072	-8.807
2104	3219	46	0.9624	-0.000
2104	2238	46	0.9842	0.000
2734	3235	46	0.9072	13.997
404	1925	46	0.9407	-15.995
295	3591	46	0.9105	-1.994
1806	3547	46	0.9162	72.094
404	1916	46	0.9414	-15.995
854	2394	46	0.9143	87.163
74	854	46	0.9254	70.935
404	2104	46	0.9544	0.000
1925	4710	46	0.966	0.000
2578	3219	46	0.9082	-1.979
888	3219	46	0.9256	31.990
888	2734	46	0.9359	31.990
888	2238	46	0.9336	31.990
2104	4710	46	0.9587	-15.995
2238	3235	46	0.9072	13.997
854	2337	46	0.9235	-131.055
888	1925	46	0.949	15.995
404	3235	46	0.9163	13.997
404	2734	46	0.9544	0.000
1806	2656	46	0.9113	150.178
2238	2734	46	0.9842	0.000
1916	4710	46	0.9671	0.000
1070	1806	46	0.9043	-106.115
854	1806	46	0.903	-88.998
74	3997	46	0.9038	-88.010
404	4710	46	0.9385	-15.995
2238	2288	46	0.9512	-15.995
295	1070	46	0.9014	136.089
1916	3219	46	0.9516	15.995
404	3219	46	0.9648	0.000
4171	4447	47	0.856	74.052
3102	4803	47	0.8203	104.062
3102	4447	47	0.8278	88.068
2184	4171	47	0.9277	0.001
2184	4447	47	0.8526	74.053
3102	4171	47	0.8392	14.016
4447	4803	47	0.8797	15.994
2184	3102	47	0.8474	-14.015
1955	4067	48	0.8814	20.005
217	2401	48	0.9426	35.037
198	3638	48	0.8636	-18.011
3520	4413	48	0.9304	-180.063
920	1255	48	0.8543	17.026
3990	4767	48	0.9496	-162.053
2401	3638	48	0.9001	-18.011
3638	4413	48	0.8887	-17.026
2152	4190	48	0.8962	324.106
4190	4413	48	0.9276	-162.053
2152	4767	48	0.9191	162.053
217	3913	48	0.9331	-162.053
920	4067	48	0.8624	-12.000
920	4260	48	0.8653	17.026
3520	3990	48	0.9439	-18.011
217	2177	48	1.0	-0.000
2152	4413	48	0.9051	162.053
217	2152	48	0.9119	-162.053
2401	4413	48	0.9398	-35.037
217	3520	48	0.9273	180.063
1255	4260	48	0.9037	0.000
217	4190	48	0.9376	162.053
2401	3990	48	0.9485	127.016
3990	4413	48	0.9374	-162.053
198	3520	48	0.8864	145.026
3913	4767	48	0.9435	162.053
2177	4190	48	0.9376	162.053
2152	3520	48	0.8912	342.116
2401	4767	48	0.9563	-35.037
3913	4190	48	0.9028	324.106
3520	4767	48	0.9395	-180.063
2152	3913	48	0.9511	-0.000
3520	3913	48	0.8914	-342.116
2177	4413	48	0.9595	0.000
1955	3990	48	0.8932	104.062
4413	4767	48	0.96	0.000
3638	4767	48	0.9032	-17.026
1955	4190	48	0.8887	104.062
2177	3990	48	0.946	162.053
217	4413	48	0.9595	-0.000
2177	3638	48	0.8996	17.026
3913	4067	48	0.8757	240.049
3520	4190	48	0.943	-18.011
3990	4190	48	0.9698	0.000
2177	4767	48	0.97	0.000
217	3638	48	0.8996	17.026
217	4767	48	0.97	-0.000
2401	4190	48	0.9445	127.016
3913	3990	48	0.9061	324.106
2177	2401	48	0.9426	35.037
2152	2177	48	0.9119	162.053
2401	3913	48	0.9118	-197.090
2401	3520	48	0.9608	145.026
2152	4067	48	0.871	240.048
2152	3990	48	0.893	324.106
3913	4413	48	0.9306	162.053
2177	3913	48	0.9331	-162.053
2177	3520	48	0.9273	180.063
2152	2401	48	0.902	197.090
217	3990	48	0.946	162.053
4190	4767	48	0.9435	-162.053
3846	4293	49	0.8545	0.000
2744	3846	49	0.8697	17.026
2744	4293	49	0.8648	17.026
1946	2458	50	0.8569	-0.000
476	2418	50	0.894	162.053
1946	3543	50	0.8648	-17.026
2458	2674	50	0.9085	0.000
476	2458	50	0.8309	179.079
1351	1946	50	0.8526	17.026
476	1351	50	0.8835	162.053
1777	3543	50	0.8763	-72.092
2418	2458	50	0.9101	17.026
2418	3543	50	0.8794	0.000
2674	3543	50	0.8656	-17.026
2418	2674	50	0.922	17.026
1351	2458	50	0.9156	17.026
2458	3543	50	0.8438	-17.026
476	2674	50	0.8235	179.079
1351	2674	50	0.9302	17.026
1351	2418	50	0.9662	-0.000
1946	2674	50	0.9031	-0.000
1351	1777	50	0.8783	72.092
1946	2418	50	0.8261	-17.027
1351	3543	50	0.8883	-0.000
3896	4253	51	0.8044	9.038
4021	4291	52	0.8582	177.100
12	587	52	0.8517	-23.070
50	2795	52	0.8331	34.899
587	4291	52	0.856	103.027
12	50	52	0.8481	-0.000
12	4291	52	0.9363	79.957
2795	4291	52	0.8928	45.058
1301	4021	52	0.8695	-28.031
50	1301	52	0.8233	-69.112
1301	4291	52	0.8874	149.069
1301	2795	52	0.8485	104.011
12	2795	52	0.8818	34.899
2795	4021	52	0.838	-132.042
587	4021	52	0.8295	-74.073
12	4021	52	0.8392	-97.144
50	4291	52	0.8895	79.957
587	2795	52	0.856	57.969
12	1301	52	0.8651	-69.112
1550	3038	53	0.8451	-179.079
140	608	54	0.8387	-17.027
144	693	55	0.9408	-252.209
693	1152	55	0.9515	276.209
1152	4009	55	0.9719	-21.984
1433	3825	55	0.7965	-282.197
172	3748	55	0.7903	-358.258
225	3825	55	0.9263	4.031
3971	4783	55	0.9429	6.047
172	1888	55	0.8284	-338.292
4009	4642	55	0.8148	-2.016
1152	3204	55	0.7841	-14.016
3204	3971	55	0.9397	-14.015
1152	3971	55	0.8008	-28.031
1433	2548	55	0.7804	-260.213
693	4009	55	0.9516	254.224
4271	4783	55	0.9546	-21.985
460	4783	55	0.7687	4.031
144	3971	55	0.7935	-4.032
3204	4783	55	0.9353	-7.969
3971	4271	55	0.9506	28.031
1152	4642	55	0.8102	-24.000
172	225	55	0.8059	-360.274
4009	4783	55	0.8114	-0.000
1152	4271	55	0.802	0.000
144	3204	55	0.781	9.983
1888	4271	55	0.9556	26.016
460	1152	55	0.9441	26.016
225	1433	55	0.7906	286.228
3971	4642	55	0.9503	4.031
3204	4642	55	0.9352	-9.984
1433	4642	55	0.8344	-262.231
1433	1888	55	0.8372	-264.246
1888	4009	55	0.8129	4.031
460	4009	55	0.9405	4.031
1433	3748	55	0.7967	-284.213
1537	2548	55	0.7739	15.975
144	4271	55	0.8011	23.999
4642	4783	55	0.9612	2.015
1433	3204	55	0.847	-252.247
4271	4642	55	0.9537	-24.000
1433	4783	55	0.8324	-260.215
225	1537	55	0.7883	10.041
172	4642	55	0.8358	-336.276
144	4642	55	0.8074	-0.000
225	2548	55	0.9167	26.016
172	4271	55	0.8318	-312.276
460	3204	55	0.7633	12.000
1034	3748	55	0.7539	-321.136
460	693	55	0.9355	-250.193
1888	3971	55	0.9489	-2.016
2548	3825	55	0.9265	-21.985
1888	4783	55	0.9653	4.031
172	1034	55	0.7686	-37.122
1888	4642	55	0.9653	2.016
4009	4271	55	0.8102	21.984
144	1152	55	0.9655	23.999
225	2006	55	0.8159	-13.959
1537	3825	55	0.7927	-6.010
144	4783	55	0.8058	2.015
1152	4783	55	0.8029	-21.984
2548	3748	55	0.9268	-24.000
1152	1888	55	0.8092	-26.016
1433	4271	55	0.8372	-238.231
144	460	55	0.933	-2.016
144	1888	55	0.8032	-2.016
3748	3825	55	0.9357	2.016
3204	4271	55	0.9385	14.016
172	2548	55	0.7966	-334.258
3204	4009	55	0.7867	-7.968
3971	4009	55	0.7999	6.047
1537	3748	55	0.7997	-8.025
225	3748	55	0.9107	2.016
144	4009	55	0.9648	2.015
3748	4631	55	0.7717	321.280
1433	3971	55	0.8379	-266.262
172	3971	55	0.8392	-340.307
1888	3204	55	0.9396	12.000
397	4822	56	0.7619	27.995
1420	4822	56	0.7877	0.000
397	1384	56	0.808	-0.000
1384	4822	56	0.7305	27.995
675	3175	57	0.7807	162.053
2502	3175	57	0.7231	31.950
3175	3319	57	0.8209	-18.011
675	3319	57	0.7061	144.042
675	2410	57	0.8024	-342.115
573	2648	57	0.8161	18.011
573	3175	57	0.7835	-162.053
2410	3348	57	0.8676	-342.116
87	3845	59	0.8876	32.026
3081	3964	59	0.8796	15.995
2319	3845	59	0.8667	2.016
87	2453	59	0.8861	32.026
2319	3081	59	0.8619	2.016
2453	3964	59	0.8637	15.995
87	3081	59	0.8707	32.026
2453	3081	59	0.9284	0.000
3081	3845	59	0.9332	0.000
2453	3845	59	0.9137	0.000
1528	3253	60	0.7101	-42.011
1352	3630	60	0.7836	155.081
554	1528	60	0.7097	42.011
554	1752	60	0.7179	17.026
554	1352	60	0.7275	42.010
554	3253	60	0.7341	-0.000
2816	3253	60	0.7079	-0.000
3253	4580	60	0.7111	137.070
1752	4580	60	0.7186	120.043
1413	4116	65	0.7498	251.095
324	1214	65	0.839	-42.010
1657	1796	65	0.7873	-296.153
1214	2039	65	0.9599	45.058
324	2002	65	0.9159	45.058
2002	2039	65	0.9031	-42.010
1413	1657	65	0.8225	251.095
1657	2002	65	0.7379	-147.069
1413	4459	65	0.7988	269.106
1796	4116	65	0.7229	296.153
1796	4459	65	0.7749	314.164
1413	2039	65	0.7384	62.016
1413	1796	65	0.9702	-45.058
1413	2002	65	0.7402	104.026
1657	4116	65	0.8601	-0.000
3631	4903	67	0.8796	45.057
658	4903	67	0.91	17.027
2215	4903	67	0.8307	-180.063
658	3631	67	0.9038	-28.030
1202	4070	70	0.8407	0.000
3118	4824	70	0.9306	17.026
1953	3832	70	0.9042	-245.105
3481	4852	70	0.8666	152.011
1447	4824	70	0.8841	17.027
1202	3118	70	0.8944	-17.026
1447	3118	70	0.9233	0.000
632	3904	70	0.8478	14.015
3832	4852	70	0.9016	245.105
3809	3832	70	0.9197	42.048
3809	4062	70	0.9094	28.032
4070	4824	70	0.8455	0.000
1953	3809	70	0.8723	-287.153
3832	4062	70	0.9623	-14.016
1202	1447	70	0.885	-17.027
1953	4541	70	0.8446	-228.078
3832	4541	70	0.8822	17.027
1953	3451	70	0.9398	0.000
3451	3832	70	0.915	-245.105
1953	4852	70	0.9263	0.000
1447	4062	70	0.8411	0.000
4062	4070	70	0.856	17.027
4062	4852	70	0.8818	259.121
3451	4062	70	0.9202	-259.121
632	3118	70	0.8587	0.000
1953	3481	70	0.8473	-152.011
3481	4657	70	0.8467	-245.105
3451	4852	70	0.9403	0.000
632	1447	70	0.8681	0.000
